,OBJECTID,FLIGHT,STRIP,PHOTO_ID,QUALITY,TWD97_E,TWD97_N,TWD97_H,TWD67_E,TWD67_N,TWD67_H,LN,DATE_,TIME_,SEC,MAP_ID,SC,RI,MP,DP,SW,CLOUD,SECRET,OMEGA,PHI,KAPPA,STD_X,STD_Y,STD_H,STD_OMEGA,STD_PHI,STD_KAPPA,filename
2707,2708,210110g,32,0079,b,229117.476,2600862.008,5084.791,228289.261,2601068.982,5058.998,32,20210110,1134,8.56,95202092,4,1,y,18,DMC,-9,0,-0.932677,1.668854,-95.566378,0.016125,0.024319,0.021302,0.003911,0.003917,0.009934,210110g_32~0079.tif
2718,2719,210110g,32,0090,b,229134.889,2593248.932,5085.208,228306.911,2593455.83,5059.098,32,20210110,1135,27.843,--------,4,1,y,18,DMC,-9,0,-1.425336,-1.200439,-96.46335,0.016454,0.024373,0.02178,0.003957,0.003959,0.009901,210110g_32~0090.tif
2727,2728,210110g,32,0099,a,229115.825,2587019.564,5084.513,228288.127,2587226.643,5058.311,32,20210110,1136,32.852,95191042,4,1,y,18,DMC,-9,0,-1.241102,-0.662504,-97.072666,0.016201,0.024291,0.020981,0.003792,0.003833,0.009692,210110g_32~0099.tif
2729,2730,210110g,32,0101,a,229097.442,2585634.644,5087.599,228269.809,2585841.777,5061.404,32,20210110,1136,47.261,--------,4,1,y,18,DMC,-9,0,-0.874534,0.814198,-96.472727,0.016153,0.024301,0.02096,0.003767,0.003817,0.009611,210110g_32~0101.tif
2747,2748,210110g,32,0119,b,229094.93,2573177.944,5089.226,228267.576,2573385.317,5063.168,32,20210110,1138,55.443,95191092,4,1,y,18,DMC,-9,0,-0.632538,1.362475,-95.919181,0.014981,0.023981,0.018745,0.003503,0.00359,0.008731,210110g_32~0119.tif
2750,2751,210110g,32,0122,a,229086.423,2571100.938,5088.058,228259.005,2571308.278,5062.054,32,20210110,1139,16.565,--------,4,1,y,18,DMC,-9,0,-0.977721,-0.331895,-97.935004,0.01508,0.0239,0.018739,0.003516,0.00359,0.00867,210110g_32~0122.tif
2752,2753,210110g,34,0124,b,234183.439,2580095.25,5087.87,233355.901,2580302.415,5061.038,34,20210110,1143,50.279,--------,4,1,y,36,DMC,-9,0,0.673318,0.443713,95.704646,0.016039,0.024268,0.020278,0.003576,0.003672,0.008628,210110g_34~0124.tif
2753,2754,210110g,34,0125,b,234196.007,2580788.155,5088.497,233368.454,2580995.307,5061.627,34,20210110,1143,57.296,--------,4,1,y,36,DMC,-9,0,0.392861,1.876804,94.723387,0.016253,0.024352,0.020902,0.0036,0.003693,0.008662,210110g_34~0125.tif
2754,2755,210110g,34,0126,b,234220.565,2581480.031,5087.063,233392.996,2581687.17,5060.158,34,20210110,1144,4.261,95191064,4,1,y,36,DMC,-9,0,0.112576,1.828222,94.088463,0.016202,0.024392,0.020942,0.003611,0.003693,0.008677,210110g_34~0126.tif
2756,2757,210110g,34,0128,a,234238.615,2582864.237,5078.591,233411.011,2583071.347,5051.668,34,20210110,1144,18.086,--------,4,1,y,36,DMC,-9,0,1.449281,-2.995732,95.693886,0.016414,0.024387,0.021305,0.003634,0.003731,0.008794,210110g_34~0128.tif
2760,2761,210110g,34,0132,a,234217.843,2585632.013,5083.327,233390.158,2585839.057,5056.473,34,20210110,1144,45.844,--------,4,1,y,36,DMC,-9,0,0.298202,4.156593,93.215882,0.01652,0.024542,0.021658,0.003661,0.003753,0.008908,210110g_34~0132.tif
2776,2777,210110g,34,0148,a,234176.089,2596707.342,5086.095,233348.056,2596914.204,5059.448,34,20210110,1146,35.225,--------,4,1,y,36,DMC,-9,0,0.735871,0.541352,97.069222,0.01705,0.024631,0.022347,0.003828,0.003856,0.009497,210110g_34~0148.tif
2791,2792,210110g,35,0163,a,236782.35,2599467.846,5078.275,235954.264,2599674.665,5051.505,35,20210110,1154,5.793,--------,4,1,y,18,DMC,-9,0,-0.697119,1.191061,-95.093708,0.016632,0.024529,0.021406,0.003762,0.00381,0.009939,210110g_35~0163.tif
2797,2798,210110g,35,0169,b,236765.751,2595315.092,5076.757,235937.773,2595521.924,5049.712,35,20210110,1154,49.041,95191015,4,1,y,18,DMC,-9,0,-0.75687,0.8474,-95.337866,0.016817,0.024584,0.021718,0.003822,0.003859,0.01015,210110g_35~0169.tif
2799,2800,210110g,35,0171,b,236775.17,2593931.307,5084.197,235947.228,2594138.152,5057.119,35,20210110,1155,3.422,--------,4,1,y,18,DMC,-9,0,-1.342552,-0.198672,-96.039265,0.01675,0.024547,0.021517,0.003754,0.003814,0.010239,210110g_35~0171.tif
2800,2801,210110g,35,0172,a,236777.785,2593238.26,5084.424,235949.861,2593445.114,5057.336,35,20210110,1155,10.667,--------,4,1,y,18,DMC,-9,0,-1.172247,-0.447655,-96.219324,0.01673,0.024541,0.021499,0.003722,0.003794,0.010247,210110g_35~0172.tif
2819,2820,210110g,35,0191,b,236754.197,2580088.141,5081.535,235926.58,2580295.249,5054.403,35,20210110,1157,25.958,--------,4,1,y,18,DMC,-9,0,-0.837876,-0.212742,-97.641556,0.016691,0.024448,0.021306,0.003619,0.003721,0.010057,210110g_35~0191.tif
2820,2821,210110g,35,0192,a,236738.822,2579396.245,5081.691,235911.215,2579603.364,5054.609,35,20210110,1157,32.982,--------,4,1,y,18,DMC,-9,0,-0.790568,0.103942,-97.693624,0.016673,0.02444,0.021176,0.003603,0.003711,0.010033,210110g_35~0192.tif
2883,2884,210110g,37,0255,a,241843.964,2584236.62,5079.902,241016.139,2584443.589,5052.122,37,20210110,1215,43.339,95191057,4,1,y,18,DMC,-9,0,-0.519941,0.210027,-97.811346,0.017596,0.025218,0.022942,0.003763,0.003784,0.00972,210110g_37~0255.tif
2892,2893,210110g,37,0264,a,241889.444,2578008.624,5080.591,241061.678,2578215.681,5052.983,37,20210110,1216,45.332,--------,4,1,y,18,DMC,-9,0,-0.888663,1.209721,-95.971314,0.016637,0.024874,0.021789,0.003678,0.003714,0.009828,210110g_37~0264.tif
2923,2924,210110g,37,0295,a,241907.243,2615387.417,5064.241,241078.764,2615594.129,5038.547,37,20210110,1234,57.641,--------,4,1,y,36,DMC,-9,0,1.025712,0.052237,94.60852,0.015641,0.024515,0.020525,0.003743,0.003822,0.008858,210110g_37~0295.tif
2936,2937,210110g,37,0308,b,241951.525,2624384.267,5063.974,241122.832,2624590.838,5039.019,37,20210110,1236,24.124,--------,4,1,y,36,DMC,-9,0,1.511913,-3.57213,93.184968,0.015645,0.024579,0.020465,0.003771,0.003832,0.008694,210110g_37~0308.tif
2938,2939,210110g,37,0310,b,241924.969,2625769.423,5064.027,241096.236,2625975.976,5039.225,37,20210110,1236,37.393,95202007,4,1,y,36,DMC,-9,0,0.607078,0.583917,94.195537,0.015585,0.024526,0.02031,0.003699,0.00378,0.008644,210110g_37~0310.tif
2944,2945,210110g,37,0316,b,241841.12,2629923.038,5060.74,241012.332,2630129.495,5036.468,37,20210110,1237,17.008,--------,4,1,y,36,DMC,-9,0,-0.564434,7.964704,94.270507,0.015423,0.024392,0.020078,0.0039,0.003885,0.008445,210110g_37~0316.tif
2951,2952,210113e,60,0006,b,300167.616,2724146.886,3890.185,299338.084,2724351.978,3867.689,60,20210113,1039,11.603,--------,4,1,y,18,DMC,-9,0,-0.878862,0.676545,-90.579538,0.014983,0.024382,0.019752,0.003095,0.003235,0.00791,210113e_60~0006.tif
2952,2953,210113e,60,0007,b,300182.166,2723454.747,3890.133,299352.648,2723659.829,3867.622,60,20210113,1039,18.808,--------,4,1,y,18,DMC,-9,0,-0.982841,-0.020982,-90.458972,0.015033,0.02439,0.019834,0.003115,0.003251,0.007906,210113e_60~0007.tif
2953,2954,210113e,60,0008,b,300184.809,2722762.87,3891.073,299355.287,2722967.929,3868.543,60,20210113,1039,26.021,96222060,4,1,y,18,DMC,-9,0,-1.100013,-1.992147,-91.481989,0.015133,0.024416,0.019997,0.003157,0.00328,0.007912,210113e_60~0008.tif
2961,2962,210113e,60,0016,a,300115.075,2717223.67,3890.671,299285.351,2717428.487,3867.754,60,20210113,1040,23.749,96222080,4,1,y,18,DMC,-9,0,-0.324952,6.794884,-93.991284,0.015308,0.024512,0.020391,0.003337,0.003382,0.007828,210113e_60~0016.tif
2962,2963,210113e,60,0017,a,300138.009,2716532.71,3891.584,299308.242,2716737.51,3868.587,60,20210113,1040,30.922,--------,4,1,y,18,DMC,-9,0,-0.97222,5.125941,-91.232608,0.015253,0.024521,0.02038,0.00329,0.003341,0.007777,210113e_60~0017.tif
2968,2969,210113e,60,0023,a,300183.886,2712379.189,3893.083,299353.827,2712583.926,3869.619,60,20210113,1041,14.273,--------,4,1,y,18,DMC,-9,0,-0.881245,2.050944,-90.40933,0.015125,0.02445,0.020153,0.003136,0.003237,0.007722,210113e_60~0023.tif
3278,3279,210114g,60,0002,a,300225.676,2713069.64,5087.671,299395.663,2713274.384,5064.286,60,20210114,1050,11.57,--------,4,1,y,18,DMC,-9,0,-1.130849,-0.936667,-98.03965,0.037174,0.027007,0.022401,0.003681,0.003728,0.00958,210114g_60~0002.tif
3300,3301,210114g,60,0024,a,300344.508,2674997.93,5099.385,299514.572,2675203.537,5075.217,60,20210114,1056,28.594,--------,4,1,y,18,DMC,-9,0,-0.796728,1.120034,-96.966742,0.034722,0.025527,0.020995,0.003914,0.003945,0.009864,210114g_60~0024.tif
3314,3315,210114g,60,0038,a,300378.833,2665306.408,5101.001,299549.628,2665511.88,5076.692,60,20210114,1058,4.449,--------,4,1,y,18,DMC,-9,0,-0.862071,0.188309,-96.936149,0.03483,0.025499,0.02095,0.003829,0.003865,0.009656,210114g_60~0038.tif
3323,3324,210114g,60,0047,b,300402.21,2659077.641,5102.682,299573.086,2659283.346,5078.584,60,20210114,1059,6.298,96212090,4,1,y,18,DMC,-9,0,-0.729659,0.121666,-96.892642,0.034968,0.025534,0.021152,0.003738,0.00379,0.009485,210114g_60~0047.tif
3325,3326,210114g,60,0049,b,300406.327,2657691.445,5099.395,299577.188,2657897.236,5075.416,60,20210114,1059,20.055,--------,4,1,y,18,DMC,-9,0,-0.553207,0.24772,-96.839459,0.035242,0.025673,0.021606,0.003734,0.003785,0.009434,210114g_60~0049.tif
3326,3327,210114g,60,0050,b,300408.746,2657000.346,5101.206,299579.598,2657206.181,5077.29,60,20210114,1059,26.887,--------,4,1,y,18,DMC,-9,0,-0.87913,0.184983,-96.811644,0.035402,0.025731,0.022069,0.003746,0.003798,0.009412,210114g_60~0050.tif
3988,3989,210118f,30,0013,a,223955.66,2595334.518,4513.84,223127.515,2595541.253,4488.609,30,20210118,1046,2.744,95194020,4,1,y,18,DMC,-9,0,-0.572816,1.329622,-97.024275,0.015529,0.022561,0.020691,0.003455,0.003512,0.008836,210118f_30~0013.tif
3991,3992,210118f,30,0016,a,223999.438,2593258.018,4514.728,223171.378,2593464.805,4489.392,30,20210118,1046,26.894,--------,4,1,y,18,DMC,-9,0,-0.976203,-0.583834,-96.675057,0.015547,0.022574,0.020716,0.003487,0.003538,0.008856,210118f_30~0016.tif
4028,4029,210118f,30,0053,a,223935.648,2567648.582,4514.6,223108.115,2567855.971,4489.17,30,20210118,1051,23.775,95193020,4,1,y,18,DMC,-9,0,-1.067272,-0.216664,-97.655081,0.014395,0.022077,0.018193,0.003441,0.00345,0.008446,210118f_30~0053.tif
4031,4032,210118f,30,0056,b,223939.518,2565572.313,4513.331,223111.795,2565779.625,4487.98,30,20210118,1051,47.861,--------,4,1,y,18,DMC,-9,0,-1.069474,0.306727,-96.907656,0.014252,0.022065,0.017887,0.00342,0.003411,0.008366,210118f_30~0056.tif
4032,4033,210118f,30,0057,b,223943.692,2564881.095,4516.831,223115.902,2565088.385,4491.499,30,20210118,1051,55.889,95193030,4,1,y,18,DMC,-9,0,-0.985775,0.111859,-96.840152,0.014217,0.022054,0.017771,0.003413,0.003392,0.008331,210118f_30~0057.tif
4033,4034,210118f,30,0058,b,223946.661,2564188.179,4514.804,223118.804,2564395.449,4489.499,30,20210118,1052,3.934,--------,4,1,y,18,DMC,-9,0,-0.794162,-0.028248,-96.880998,0.014197,0.022055,0.017721,0.003418,0.003382,0.008296,210118f_30~0058.tif
4086,4087,210118f,34,0111,b,234239.335,2580785.42,4511.269,233411.781,2580992.571,4484.394,34,20210118,1109,52.245,--------,4,1,y,18,DMC,-9,0,-1.251046,-0.140456,-97.312484,0.015916,0.022544,0.020259,0.003781,0.003777,0.009899,210118f_34~0111.tif
4093,4094,210118f,34,0118,a,234202.327,2575941.298,4512.766,233374.832,2576148.516,4486.136,34,20210118,1110,48.362,95191084,4,1,y,18,DMC,-9,0,-0.73646,0.08004,-97.947418,0.015206,0.022255,0.018938,0.003737,0.003735,0.009734,210118f_34~0118.tif
4135,4136,210118f,32,0160,a,229033.351,2570408.181,4510.922,228205.909,2570615.51,4484.941,32,20210118,1125,46.139,95192002,4,1,y,18,DMC,-9,0,-0.71149,1.239305,-96.504847,0.01504,0.022277,0.01854,0.003449,0.003529,0.00907,210118f_32~0160.tif
4139,4140,210118f,32,0164,a,229070.588,2567639.125,4513.046,228243.042,2567846.403,4487.137,32,20210118,1126,18.309,95192012,4,1,y,18,DMC,-9,0,-0.82095,0.134567,-96.456879,0.014903,0.022233,0.018204,0.003468,0.003544,0.009104,210118f_32~0164.tif
4141,4142,210118f,32,0166,a,229092.673,2566254.625,4513.703,228265.081,2566461.882,4487.799,32,20210118,1126,34.347,--------,4,1,y,18,DMC,-9,0,-0.840022,0.416151,-96.309344,0.014842,0.022215,0.018069,0.003501,0.003562,0.009112,210118f_32~0166.tif
4146,4147,210118f,32,0171,b,229078.05,2562794.723,4514.024,228250.423,2563001.985,4488.081,32,20210118,1127,14.578,--------,4,1,y,18,DMC,-9,0,-0.483833,1.304895,-97.688623,0.01479,0.022142,0.017788,0.003485,0.003551,0.00909,210118f_32~0171.tif
4147,4148,210118f,32,0172,b,229084.143,2562100.866,4513.549,228256.536,2562308.146,4487.616,32,20210118,1127,22.583,95192032,4,1,y,18,DMC,-9,0,-0.563826,1.076937,-97.234966,0.014761,0.022153,0.017766,0.003487,0.003553,0.009091,210118f_32~0172.tif
4151,4152,210118f,32,0176,b,229050.712,2559334.923,4513.828,228223.305,2559542.348,4487.946,32,20210118,1127,54.513,95192042,4,1,y,18,DMC,-9,0,-0.809765,0.055544,-98.463788,0.01486,0.022119,0.017848,0.003476,0.003543,0.009055,210118f_32~0176.tif
4208,4209,210118h,36,0023,b,239346.035,2595316.176,5776.544,238518.055,2595522.972,5749.203,36,20210118,1158,50.557,95191016,4,1,y,36,DMC,-9,0,0.726194,0.622105,98.158572,0.016034,0.022509,0.021392,0.003256,0.003315,0.007808,210118h_36~0023.tif
4209,4210,210118h,36,0024,b,239351.803,2596008.332,5776.923,238523.807,2596215.122,5749.606,36,20210118,1158,57.169,--------,4,1,y,36,DMC,-9,0,0.550233,0.977291,98.074797,0.016058,0.02251,0.021466,0.003256,0.003321,0.007805,210118h_36~0024.tif
4210,4211,210118h,36,0025,b,239354.458,2596701.424,5775.794,238526.444,2596908.21,5748.508,36,20210118,1159,3.798,--------,4,1,y,36,DMC,-9,0,0.874853,-0.285721,98.348982,0.016,0.022492,0.021372,0.003244,0.003305,0.007797,210118h_36~0025.tif
4216,4217,210118h,36,0031,a,239322.876,2600852.983,5773.437,238494.756,2601059.761,5746.501,36,20210118,1159,43.557,95202096,4,1,y,36,DMC,-9,0,0.215862,1.999754,98.086157,0.015901,0.022455,0.021212,0.003202,0.003266,0.007723,210118h_36~0031.tif
4219,4220,210118h,36,0034,a,239374.074,2602928.698,5774.496,238545.902,2603135.477,5747.761,36,20210118,1200,3.15,--------,4,1,y,36,DMC,-9,0,0.437788,1.16148,97.054214,0.015286,0.022287,0.020296,0.003225,0.003298,0.007665,210118h_36~0034.tif
4220,4221,210118h,36,0035,a,239381.86,2603621.721,5774.153,238553.671,2603828.5,5747.49,36,20210118,1200,9.703,95202086,4,1,y,36,DMC,-9,0,1.172021,-1.322633,97.663681,0.015457,0.022304,0.020647,0.003252,0.003314,0.007655,210118h_36~0035.tif
4236,4237,210118h,39,0051,a,246977.768,2607078.805,5777.387,246149.368,2607285.549,5750.174,39,20210118,1213,53.682,--------,4,1,y,0,DMC,-9,0,0.393271,1.683811,99.053183,0.01619,0.022498,0.021855,0.003583,0.003638,0.008864,210118h_39~0051.tif
4238,4239,210118h,39,0053,a,246992.732,2608463.708,5776.34,246164.288,2608670.455,5749.273,39,20210118,1214,7.227,--------,4,1,y,36,DMC,-9,0,0.955507,-0.187983,98.60891,0.016119,0.022506,0.021914,0.003572,0.003633,0.008867,210118h_39~0053.tif
4250,4251,210118h,39,0065,a,247000.639,2616769.186,5772.354,246171.925,2616975.919,5746.18,39,20210118,1215,28.838,--------,4,1,y,0,DMC,-9,0,0.874152,0.397528,99.455914,0.015997,0.022406,0.021476,0.003553,0.003609,0.008867,210118h_39~0065.tif
4256,4257,210118h,39,0071,b,246976.877,2620921.997,5773.918,246148.023,2621128.698,5748.095,39,20210118,1216,9.505,--------,4,1,y,0,DMC,-9,0,0.875539,-0.199153,99.560288,0.016018,0.022401,0.021491,0.003584,0.003627,0.00882,210118h_39~0071.tif
4257,4258,210118h,39,0072,b,246968.675,2621614.552,5773.888,246139.796,2621821.246,5748.119,39,20210118,1216,16.258,--------,4,1,y,0,DMC,-9,0,0.965952,-0.406288,99.650705,0.015981,0.022333,0.021599,0.003611,0.003646,0.008807,210118h_39~0072.tif
4259,4260,210118h,39,0074,b,246980.043,2622998.856,5774.23,246151.112,2623205.535,5748.572,39,20210118,1216,29.607,95202019,4,1,y,36,DMC,-9,0,-0.155879,2.374313,98.245903,0.015765,0.022325,0.021139,0.003658,0.003655,0.008746,210118h_39~0074.tif
4354,4355,210120h,46,0045,b,264781.454,2676996.33,5810.438,263951.742,2677202.044,5785.026,46,20210120,1031,10.48,--------,4,1,y,36,DMC,-9,0,1.00421,0.160527,96.092832,0.013848,0.020497,0.019416,0.003481,0.003416,0.008038,210120h_46~0045.tif
4364,4365,210120h,46,0055,a,264777.77,2683917.638,5809.368,263947.715,2684123.484,5784.192,46,20210120,1032,15.557,96214096,4,1,y,36,DMC,-9,0,0.649414,1.908531,94.603394,0.01323,0.020356,0.019105,0.003525,0.003451,0.008009,210120h_46~0055.tif
4366,4367,210120h,46,0057,a,264802.603,2685301.536,5807.972,263972.542,2685507.39,5782.809,46,20210120,1032,28.55,--------,4,1,y,36,DMC,-9,0,1.48811,-2.841175,95.447131,0.013399,0.02039,0.019708,0.003571,0.003495,0.008014,210120h_46~0057.tif
4369,4370,210120h,46,0060,a,264734.721,2687380.072,5809.302,263904.684,2687585.909,5784.143,46,20210120,1032,48.312,--------,4,1,y,36,DMC,-9,0,0.04513,3.441739,96.534579,0.013327,0.020364,0.019482,0.003504,0.003427,0.008001,210120h_46~0060.tif
4371,4372,210120h,46,0062,b,264765.768,2688763.35,5809.238,263935.752,2688969.168,5784.068,46,20210120,1033,1.281,--------,4,1,y,36,DMC,-9,0,0.54879,1.544137,94.416457,0.013201,0.020345,0.019243,0.003472,0.003408,0.007977,210120h_46~0062.tif
4373,4374,210120h,46,0064,b,264797.187,2690146.975,5810.028,263967.194,2690352.767,5784.835,46,20210120,1033,14.226,--------,4,1,y,36,DMC,-9,0,1.117385,-1.217383,94.659513,0.013211,0.020339,0.019241,0.003452,0.0034,0.007969,210120h_46~0064.tif
4395,4396,210120h,45,0086,b,262250.281,2672841.892,5817.381,261420.959,2673047.656,5792.202,45,20210120,1048,3.214,96213035,4,1,y,36,DMC,-9,0,0.61704,0.350336,95.986193,0.013226,0.020063,0.018133,0.003571,0.003482,0.008285,210120h_45~0086.tif
4397,4398,210120h,45,0088,b,262246.133,2674225.461,5814.615,261416.731,2674431.183,5789.393,45,20210120,1048,16.159,--------,4,1,y,36,DMC,-9,0,0.556882,0.646738,95.811441,0.013872,0.020302,0.019016,0.003574,0.003484,0.008284,210120h_45~0088.tif
4402,4403,210120h,45,0093,b,262255.355,2677684.877,5812.617,261425.731,2677890.57,5787.369,45,20210120,1048,48.342,--------,4,1,y,36,DMC,-9,0,1.096898,-0.829114,95.610785,0.014051,0.020364,0.019564,0.003591,0.003501,0.008281,210120h_45~0093.tif
4413,4414,210120h,45,0104,a,262221.112,2685300.371,5812.601,261391.201,2685506.122,5787.638,45,20210120,1049,59.316,--------,4,1,y,36,DMC,-9,0,0.782231,1.125713,95.750165,0.013952,0.020315,0.019265,0.003552,0.003467,0.008229,210120h_45~0104.tif
4429,4430,210120h,45,0120,a,262241.575,2696375.12,5813.052,261411.74,2696580.658,5788.13,45,20210120,1051,43.172,--------,4,1,y,36,DMC,-9,0,0.281484,2.93492,95.287186,0.01392,0.020271,0.019962,0.003496,0.003404,0.007954,210120h_45~0120.tif
4430,4431,210120h,45,0121,a,262245.506,2697067.997,5812.011,261415.676,2697273.515,5787.129,45,20210120,1051,49.705,--------,4,1,y,36,DMC,-9,0,0.933899,-0.330587,95.565337,0.013831,0.020271,0.019846,0.003463,0.003357,0.007921,210120h_45~0121.tif
4437,4438,210120h,44,0128,a,259700.295,2669378.477,5818.554,258871.247,2669584.354,5793.764,44,20210120,1105,12.262,--------,4,1,y,36,DMC,-9,0,0.577426,1.928855,94.013549,0.013405,0.020177,0.017828,0.003526,0.003417,0.008053,210120h_44~0128.tif
4452,4453,210120h,44,0143,a,259721.893,2679760.654,5814.963,258892.336,2679966.304,5790.068,44,20210120,1106,50.934,--------,4,1,y,36,DMC,-9,0,1.02992,-0.589116,95.716064,0.014559,0.020612,0.019653,0.003449,0.003389,0.008176,210120h_44~0143.tif
4463,4464,210120h,44,0154,b,259688.879,2687374.755,5812.114,258859.154,2687580.375,5787.375,44,20210120,1108,3.28,--------,4,1,y,36,DMC,-9,0,0.691663,0.725471,96.264724,0.014603,0.020538,0.019556,0.003365,0.003322,0.008184,210120h_44~0154.tif
4464,4465,210120h,44,0155,b,259685.464,2688067.72,5811.971,258855.737,2688273.332,5787.222,44,20210120,1108,9.864,--------,4,1,y,36,DMC,-9,0,0.904005,0.79343,95.928925,0.014579,0.020547,0.019524,0.003348,0.003307,0.008178,210120h_44~0155.tif
4468,4469,210120h,44,0159,b,259703.887,2690835.332,5815.393,258874.155,2691040.906,5790.608,44,20210120,1108,36.23,--------,4,1,y,36,DMC,-9,0,1.083971,-0.276218,95.405747,0.014661,0.020591,0.01978,0.003327,0.003296,0.008163,210120h_44~0159.tif
4472,4473,210120h,44,0163,a,259663.174,2693605.797,5816.853,258833.449,2693811.318,5792.143,44,20210120,1109,2.836,--------,4,1,y,36,DMC,-9,0,0.536777,2.421038,95.618368,0.014802,0.020743,0.020092,0.003312,0.003265,0.00812,210120h_44~0163.tif
4554,4555,210120g,47,0077,b,267300.917,2705378.321,5156.051,266471.033,2705583.65,5131.202,47,20210120,1138,55.262,--------,4,1,y,36,DMC,-9,0,0.56351,1.377937,93.934677,0.013268,0.020364,0.018167,0.003515,0.003511,0.008291,210120g_47~0077.tif
4555,4556,210120g,47,0078,b,267306.061,2706070.815,5155.651,266476.176,2706276.118,5130.854,47,20210120,1139,1.638,96214017,4,1,y,36,DMC,-9,0,0.874364,-0.181302,94.000532,0.013271,0.020375,0.018169,0.003511,0.00351,0.008298,210120g_47~0078.tif
4563,4564,210120g,47,0086,a,267299.669,2711608.813,5152.904,266469.757,2711813.926,5128.65,47,20210120,1139,52.622,96223097,4,1,y,36,DMC,-9,0,0.771552,2.042205,93.355213,0.013745,0.020573,0.019085,0.003605,0.00358,0.008323,210120g_47~0086.tif
4564,4565,210120g,47,0087,a,267308.895,2712300.368,5153.301,266478.977,2712505.46,5129.122,47,20210120,1139,58.983,--------,4,1,y,36,DMC,-9,0,1.319025,-1.061717,93.814683,0.01375,0.020596,0.01917,0.003655,0.003605,0.008329,210120g_47~0087.tif
4567,4568,210120f,51,0001,b,277368.298,2727544.428,4550.126,276538.474,2727749.247,4527.387,51,20210120,1148,54.014,--------,4,1,y,18,DMC,-9,0,-0.928639,-0.61377,-93.790904,0.013877,0.020683,0.018882,0.003386,0.00342,0.008034,210120f_51~0001.tif
4568,4569,210120f,51,0002,b,277374.753,2726851.081,4550.697,276544.909,2727055.915,4527.886,51,20210120,1149,1.699,--------,4,1,y,18,DMC,-9,0,-0.761714,1.440208,-93.289913,0.013865,0.020701,0.01889,0.003397,0.00342,0.008023,210120f_51~0002.tif
